,date,tweet,tweet_cleaned
170,2023-02-27,Esta padrisima la tarjeta!!,"['the', 'card', 'is', 'very', 'well', 'the card', 'card is', 'is very', 'very well']"
171,2023-02-27,"Está muy bonito, me hace considerar adquirir la tarjeta","['it', 'is', 'very', 'nice', 'it', 'make', 'consider', 'acquiring', 'the', 'card', 'it is', 'is very', 'very nice', 'nice it', 'it make', 'make consider', 'consider acquiring', 'acquiring the', 'the card']"
172,2023-02-27,Gracias. Ya le mande todos mis datos de mi tarjeta.,"['thank', 'already', 'send', 'all', 'my', 'card', 'data', 'thank already', 'already send', 'send all', 'all my', 'my card', 'card data']"
173,2023-02-27,"Sí, sin problema:D","['yes', 'without', 'problem', 'd', 'yes without', 'without problem', 'problem d']"
174,2023-02-27,"No es problema de ,es ellos son los que tienen la falla. Dalay.","['it', 'is', 'not', 'problem', 'of', 'they', 'are', 'the', 'one', 'who', 'have', 'the', 'it is', 'is not', 'not problem', 'problem of', 'of they', 'they are', 'are the', 'the one', 'one who', 'who have', 'have the']"
175,2023-02-27,"Pf…. Sigues con Intermitencias… y solo Hey Banco, BBVA sin problema.","['continue', 'with', 'intermittence', 'and', 'only', 'hey', 'banco', 'bbva', 'without', 'problem', 'continue with', 'with intermittence', 'intermittence and', 'and only', 'only hey', 'hey banco', 'banco bbva', 'bbva without', 'without problem']"
176,2023-02-27,"La primera no había sido la de chichen itza ?Estoy esperando esa, pero este modelo está bonito también.","['the', 'first', 'had', 'not', 'been', 'chichen', 'itza', 'i', 'am', 'waiting', 'for', 'that', 'but', 'this', 'model', 'is', 'beautiful', 'too', 'the first', 'first had', 'had not', 'not been', 'been chichen', 'chichen itza', 'itza i', 'i am', 'am waiting', 'waiting for', 'for that', 'that but', 'but this', 'this model', 'model is', 'is beautiful', 'beautiful too']"
177,2023-02-27,"Tengo BBVA y Bancoppel, las dos trabajan a la perfección.","['i', 'have', 'bbva', 'and', 'bancoppel', 'the', 'two', 'work', 'perfectly', 'i have', 'have bbva', 'bbva and', 'and bancoppel', 'bancoppel the', 'the two', 'two work', 'work perfectly']"
178,2023-02-27,Entiendo le agradezco el comentario y como sugerencia me gustaría recibir una notificación correo o texto de que el servicio no estará disponible para no caer en esta situación ya que me sirve de mucha utilidad la tarjeta y me gustaría seguir con ustedes.,"['i', 'understand', 'i', 'appreciate', 'the', 'comment', 'and', 'suggestion', 'i', 'would', 'like', 'to', 'receive', 'an', 'email', 'or', 'text', 'notification', 'that', 'the', 'service', 'will', 'not', 'be', 'available', 'to', 'not', 'fall', 'into', 'this', 'situation', 'since', 'it', 'serf', 'very', 'useful', 'card', 'and', 'i', 'would', 'like', 'to', 'continue', 'with', 'you', 'i understand', 'understand i', 'i appreciate', 'appreciate the', 'the comment', 'comment and', 'and suggestion', 'suggestion i', 'i would', 'would like', 'like to', 'to receive', 'receive an', 'an email', 'email or', 'or text', 'text notification', 'notification that', 'that the', 'the service', 'service will', 'will not', 'not be', 'be available', 'available to', 'to not', 'not fall', 'fall into', 'into this', 'this situation', 'situation since', 'since it', 'it serf', 'serf very', 'very useful', 'useful card', 'card and', 'and i', 'i would', 'would like', 'like to', 'to continue', 'continue with', 'with you']"
179,2023-02-27,Que bien! 👍🏼,['excellent']
180,2023-02-28,"Me siento poderosa !!! Gracias , estoy muy contenta !!!!🐝✨👑","['i', 'feel', 'powerful', 'thanks', 'i', 'very', 'happy', 'i feel', 'feel powerful', 'powerful thanks', 'thanks i', 'i very', 'very happy']"
181,2023-02-28,Esta bien,['alright']
182,2023-02-28,"Yo la tengo y es una maravilla, Servicio eficiente y la app de primera. ¡¡¡Altamente recomendable!!!!!","['i', 'have', 'it', 'and', 'it', 'is', 'wonderful', 'efficient', 'service', 'and', 'the', 'first', 'recommended', 'i have', 'have it', 'it and', 'and it', 'it is', 'is wonderful', 'wonderful efficient', 'efficient service', 'service and', 'and the', 'the first', 'first recommended']"
183,2023-02-28,"Ay no, yo ya tengo la mia y ese diseño esta super cool !!!","['oh', 'i', 'already', 'have', 'mine', 'and', 'that', 'design', 'is', 'super', 'cool', 'oh i', 'i already', 'already have', 'have mine', 'mine and', 'and that', 'that design', 'design is', 'is super', 'super cool']"
184,2023-03-01,"Animense, ya casi un año con la tarjeta de credito heygarantizada y sin problemas, incluyendo en el extranjero","['anime', 'almost', 'year', 'with', 'the', 'heygarantized', 'credit', 'card', 'without', 'problem', 'including', 'abroad', 'anime almost', 'almost year', 'year with', 'with the', 'the heygarantized', 'heygarantized credit', 'credit card', 'card without', 'without problem', 'problem including', 'including abroad']"
185,2023-03-02,"Gracias, según recuerdo esto ya lo había hecho el día que la fuí a activar pero volveré a hacerlo tanto para la TDD cómo la TDC, gracias:)","['thanks', 'i', 'remember', 'this', 'i', 'had', 'already', 'done', 'the', 'day', 'i', 'went', 'to', 'activate', 'but', 'i', 'will', 'do', 'it', 'again', 'for', 'the', 'tdd', 'and', 'the', 'tdc', 'thank', 'you', 'thanks i', 'i remember', 'remember this', 'this i', 'i had', 'had already', 'already done', 'done the', 'the day', 'day i', 'i went', 'went to', 'to activate', 'activate but', 'but i', 'i will', 'will do', 'do it', 'it again', 'again for', 'for the', 'the tdd', 'tdd and', 'and the', 'the tdc', 'tdc thank', 'thank you']"
186,2023-03-02,Mucho exito! heybanco,"['much', 'success', 'heybanco', 'much success', 'success heybanco']"
187,2023-03-02,. recomendadísimas 👌(pd. YoTePresto y 100Ladrillos HechoEnJalisco),"['pd', 'yotepresto', 'and', 'dispensicenjalisco', 'pd yotepresto', 'yotepresto and', 'and dispensicenjalisco']"
188,2023-03-03,"Hola muchas gracias por su respuesta en DM👌, con lo que me indicaron ya logre hacer el movimiento que requeria","['hello', 'thank', 'you', 'very', 'much', 'for', 'your', 'answer', 'in', 'with', 'what', 'they', 'told', 'i', 'already', 'managed', 'to', 'make', 'the', 'movement', 'that', 'i', 'required', 'hello thank', 'thank you', 'you very', 'very much', 'much for', 'for your', 'your answer', 'answer in', 'in with', 'with what', 'what they', 'they told', 'told i', 'i already', 'already managed', 'managed to', 'to make', 'make the', 'the movement', 'movement that', 'that i', 'i required']"
189,2023-03-03,¡Manifiesto!✨️ Hoy fui y salí enmoradísima. Me subí y así casi que me voy a dar una vuelta ¡Hermosisimo el carro! ¡Háganme la buena!❤️‍🔥🙏💕,"['manifesto', 'i', 'got', 'on', 'and', 'so', 'i', 'going', 'to', 'turn', 'around', 'the', 'car', 'make', 'the', 'good', 'manifesto i', 'i got', 'got on', 'on and', 'and so', 'so i', 'i going', 'going to', 'to turn', 'turn around', 'around the', 'the car', 'car make', 'make the', 'the good']"
190,2023-03-03,"Se resolvió con la actualización de la app, gracias. También me sirvió el DM 👌🏼","['it', 'wa', 'resolved', 'with', 'the', 'app', 'update', 'also', 'served', 'it wa', 'wa resolved', 'resolved with', 'with the', 'the app', 'app update', 'update also', 'also served']"
191,2023-03-03,Ustedes son mi banco y la verdad lo estan haciendo muy bien!,"['you', 'are', 'my', 'bank', 'and', 'you', 'are', 'doing', 'very', 'well', 'you are', 'are my', 'my bank', 'bank and', 'and you', 'you are', 'are doing', 'doing very', 'very well']"
192,2023-03-03,Definitivamente👆🏽,['definitely']
193,2023-03-04,Gracias por secuestrar la plata en Ahorro 🤦‍♂️Bitcoin fixes this... literalmente eso me salva 🙄,"['thanks', 'for', 'kidnapping', 'the', 'saving', 'silver', 'fix', 'this', 'literally', 'save', 'thanks for', 'for kidnapping', 'kidnapping the', 'the saving', 'saving silver', 'silver fix', 'fix this', 'this literally', 'literally save']"
194,2023-03-04,Gracias la transferencia fue aplicada al día siguiente,"['thanks', 'the', 'transfer', 'wa', 'applied', 'the', 'next', 'day', 'thanks the', 'the transfer', 'transfer wa', 'wa applied', 'applied the', 'the next', 'next day']"
195,2023-03-06,"Gracias, ya lo resolví jajaja, me equivoqué","['thanks', 'i', 'already', 'solved', 'it', 'hahaha', 'i', 'wa', 'wrong', 'thanks i', 'i already', 'already solved', 'solved it', 'it hahaha', 'hahaha i', 'i wa', 'wa wrong']"
196,2023-03-06,Quedó aclarado el tema. Gracias.,"['the', 'subject', 'wa', 'you', 'the subject', 'subject wa', 'wa you']"
197,2023-03-07,Bank run!!!,"['bank', 'run', 'bank run']"
198,2023-03-07,Les respondí por privado. Saludos!,"['i', 'replied', 'i replied']"
199,2023-03-07,eso es bueno saberlo,"['that', 'good', 'to', 'know', 'that good', 'good to', 'to know']"
200,2023-03-08,Gracias por la información 🙏,"['thanks', 'for', 'the', 'information', 'thanks for', 'for the', 'the information']"
201,2023-03-08,Gracias!,['gracias']
202,2023-03-08,Listo!!!,['list']
203,2023-03-08,"Así te da la bienvenida a tu tarjeta de Metal, aún sin beneficios adicionales 🫠","['thus', 'welcome', 'you', 'to', 'your', 'metal', 'card', 'even', 'without', 'additional', 'benefit', 'thus welcome', 'welcome you', 'you to', 'to your', 'your metal', 'metal card', 'card even', 'even without', 'without additional', 'additional benefit']"
204,2023-03-08,"Se cayó la app de todo ha sido una buena experiencia con ustedes, no me fallen cuando se les necesita","['the', 'app', 'of', 'everything', 'fallen', 'been', 'good', 'experience', 'with', 'you', 'do', 'not', 'fail', 'when', 'they', 'are', 'needed', 'the app', 'app of', 'of everything', 'everything fallen', 'fallen been', 'been good', 'good experience', 'experience with', 'with you', 'you do', 'do not', 'not fail', 'fail when', 'when they', 'they are', 'are needed']"
205,2023-03-08,La verdad es menos tedioso el proceso de hablar con alguien en me agrada mucho la experiencia.,"['the', 'truth', 'is', 'tedious', 'the', 'process', 'of', 'talking', 'to', 'someone', 'in', 'lot', 'like', 'the', 'experience', 'the truth', 'truth is', 'is tedious', 'tedious the', 'the process', 'process of', 'of talking', 'talking to', 'to someone', 'someone in', 'in lot', 'lot like', 'like the', 'the experience']"
206,2023-03-09,"Gracias, ya les contesté","['thank', 'you', 'i', 'already', 'answered', 'you', 'thank you', 'you i', 'i already', 'already answered', 'answered you']"
207,2023-03-09,ayuda!!!,['aid']
208,2023-03-09,"Si gracias, les volví a contestar hace un par de horas","['if', 'thanks', 'i', 'answered', 'them', 'again', 'couple', 'of', 'hour', 'ago', 'if thanks', 'thanks i', 'i answered', 'answered them', 'them again', 'again couple', 'couple of', 'of hour', 'hour ago']"
209,2023-03-09,"Fue más rápido marcar, tuve que hacer una caa de hechos en donde ponía los datos que quería cambiar y ya lo hicieron, por fin pude instalar el Token. el chico que me atendió súper bueno y amable! Se llama Christhian Hernández ❤️","['it', 'wa', 'faster', 'to', 'mark', 'i', 'had', 'to', 'make', 'fall', 'of', 'fact', 'where', 'i', 'put', 'the', 'data', 'that', 'i', 'wanted', 'to', 'change', 'and', 'they', 'already', 'did', 'i', 'could', 'finally', 'install', 'the', 'boy', 'who', 'attended', 'super', 'good', 'and', 'kind', 'his', 'name', 'is', 'christhian', 'hernández', 'it wa', 'wa faster', 'faster to', 'to mark', 'mark i', 'i had', 'had to', 'to make', 'make fall', 'fall of', 'of fact', 'fact where', 'where i', 'i put', 'put the', 'the data', 'data that', 'that i', 'i wanted', 'wanted to', 'to change', 'change and', 'and they', 'they already', 'already did', 'did i', 'i could', 'could finally', 'finally install', 'install the', 'the boy', 'boy who', 'who attended', 'attended super', 'super good', 'good and', 'and kind', 'kind his', 'his name', 'name is', 'is christhian', 'christhian hernández']"
210,2023-03-10,"me avisan si van a la quiebra, para sacar mi dinero de inversión a 7 días porfas y muchas gracias de antemano los amo ✨❤️‍🔥","['they', 'let', 'know', 'if', 'they', 'go', 'bankrupt', 'to', 'get', 'my', 'investment', 'money', 'at', 'day', 'please', 'and', 'thank', 'you', 'very', 'much', 'beforehand', 'i', 'love', 'them', 'they let', 'let know', 'know if', 'if they', 'they go', 'go bankrupt', 'bankrupt to', 'to get', 'get my', 'my investment', 'investment money', 'money at', 'at day', 'day please', 'please and', 'and thank', 'thank you', 'you very', 'very much', 'much beforehand', 'beforehand i', 'i love', 'love them']"
211,2023-03-11,"Yeah, son los mejores a pesar del veto","['yeah', 'they', 'are', 'the', 'best', 'despite', 'the', 'veto', 'yeah they', 'they are', 'are the', 'the best', 'best despite', 'despite the', 'the veto']"
212,2023-03-12,Muchas gracias!,"['thank', 'you', 'so', 'much', 'thank you', 'you so', 'so much']"
213,2023-03-12,"solucionado, muchas gracias 🫶🏼","['solved', 'thank', 'you', 'very', 'much', 'solved thank', 'thank you', 'you very', 'very much']"
214,2023-03-12,Ya se puede,"['now', 'it', 'can', 'now it', 'it can']"
215,2023-03-13,Gracias!,['gracias']
216,2023-03-13,Gracias :),['gracias']
217,2023-03-13,"Me siguen hablando en horario laboral.El que su personal de DHL descuide su trabajo, no significa que yo tenga que descuidar el mío.Si me van a hablar, que sea después de las 15 hrs o 3 pm.Agradezco que ésta vez si lean mi horario y me hablen cuando puedo atender el teléfono.","['they', 'keep', 'talking', 'to', 'during', 'working', 'hour', 'the', 'one', 'that', 'their', 'dhl', 'staff', 'neglect', 'their', 'work', 'doe', 'not', 'mean', 'that', 'i', 'have', 'to', 'neglect', 'mine', 'if', 'they', 'will', 'talk', 'to', 'that', 'it', 'is', 'after', 'the', 'hour', 'or', 'schedule', 'and', 'talk', 'to', 'when', 'i', 'can', 'attend', 'the', 'phone', 'they keep', 'keep talking', 'talking to', 'to during', 'during working', 'working hour', 'hour the', 'the one', 'one that', 'that their', 'their dhl', 'dhl staff', 'staff neglect', 'neglect their', 'their work', 'work doe', 'doe not', 'not mean', 'mean that', 'that i', 'i have', 'have to', 'to neglect', 'neglect mine', 'mine if', 'if they', 'they will', 'will talk', 'talk to', 'to that', 'that it', 'it is', 'is after', 'after the', 'the hour', 'hour or', 'or schedule', 'schedule and', 'and talk', 'talk to', 'to when', 'when i', 'i can', 'can attend', 'attend the', 'the phone']"
218,2023-03-13,Exacto puntos lealtad que solo se cambian en su tiendaPor lo menos en Santander si tienda tenía tecnología y aículos para el hogar Mejor que lo cambien por más cashback,"['exact', 'loyalty', 'point', 'that', 'are', 'only', 'changed', 'in', 'your', 'store', 'at', 'least', 'in', 'santander', 'if', 'store', 'had', 'technology', 'and', 'home', 'aicles', 'better', 'than', 'changing', 'it', 'for', 'more', 'cashback', 'exact loyalty', 'loyalty point', 'point that', 'that are', 'are only', 'only changed', 'changed in', 'in your', 'your store', 'store at', 'at least', 'least in', 'in santander', 'santander if', 'if store', 'store had', 'had technology', 'technology and', 'and home', 'home aicles', 'aicles better', 'better than', 'than changing', 'changing it', 'it for', 'for more', 'more cashback']"
219,2023-03-13,Verdaderamente el mejor banco que hay 💖✨ los tqm mucho 🤠,"['truly', 'the', 'best', 'bank', 'there', 'are', 'the', 'tqm', 'much', 'truly the', 'the best', 'best bank', 'bank there', 'there are', 'are the', 'the tqm', 'tqm much']"
220,2023-03-13,"Bueno, es que yo si pude ya.","['well', 'i', 'could', 'already', 'well i', 'i could', 'could already']"
221,2023-03-13,Excelente!!,['great']
222,2023-03-13,Excelente,['great']
223,2023-03-13,Muy bien excelente,"['well', 'done', 'excellent', 'well done', 'done excellent']"
224,2023-03-13,"Me gane un mes de Spotify y no soy usuario 😄, mejor que me cambien mi tarjeta, me gusta más la blanca del negocio. 😁","['i', 'won', 'month', 'of', 'spotify', 'and', 'i', 'not', 'user', 'better', 'i', 'change', 'my', 'card', 'i', 'like', 'the', 'white', 'i won', 'won month', 'month of', 'of spotify', 'spotify and', 'and i', 'i not', 'not user', 'user better', 'better i', 'i change', 'change my', 'my card', 'card i', 'i like', 'like the', 'the white']"
225,2023-03-13,es excelente! Yo eh trabajo varios años con ellos y todo perfecto,"['it', 'excellent', 'i', 'have', 'worked', 'for', 'several', 'year', 'with', 'them', 'and', 'everything', 'perfect', 'it excellent', 'excellent i', 'i have', 'have worked', 'worked for', 'for several', 'several year', 'year with', 'with them', 'them and', 'and everything', 'everything perfect']"
226,2023-03-14,Super! Ojalá que esto pueda ser corregido en la app entonces. Apareció así hace unos días de repente. Gracias!Cc.,"['super', 'hopefully', 'this', 'can', 'be', 'corrected', 'in', 'the', 'app', 'appeared', 'like', 'this', 'few', 'day', 'cc', 'super hopefully', 'hopefully this', 'this can', 'can be', 'be corrected', 'corrected in', 'in the', 'the app', 'app appeared', 'appeared like', 'like this', 'this few', 'few day', 'day cc']"
227,2023-03-14,Wooow que emoción,"['wooow', 'what', 'emotion', 'wooow what', 'what emotion']"
228,2023-03-14,🥳 Nunca me gano nada.Pero hoy empeze bien mi día 👍🏻,"['i', 'never', 'won', 'anything', 'but', 'today', 'my', 'day', 'started', 'i never', 'never won', 'won anything', 'anything but', 'but today', 'today my', 'my day', 'day started']"
229,2023-03-14,Exito🏳️‍🌈🏳️‍🌈,[]
230,2023-03-15,"Ya les contesté, gracias","['i', 'already', 'replied', 'thanks', 'i already', 'already replied', 'replied thanks']"
231,2023-03-15,Listos !!!!!!!!,['ready']
232,2023-03-15,"Gracias ya los conocí, los use, y hoy los dejo, definitivamente no son lo mio, pero si los recomiendo! 👍 Bancos fintech mexicano","['thank', 'you', 'i', 'already', 'met', 'them', 'i', 'used', 'them', 'and', 'today', 'i', 'leave', 'them', 'they', 'are', 'not', 'my', 'thing', 'but', 'i', 'do', 'recommend', 'mexican', 'fintech', 'bank', 'thank you', 'you i', 'i already', 'already met', 'met them', 'them i', 'i used', 'used them', 'them and', 'and today', 'today i', 'i leave', 'leave them', 'them they', 'they are', 'are not', 'not my', 'my thing', 'thing but', 'but i', 'i do', 'do recommend', 'recommend mexican', 'mexican fintech', 'fintech bank']"
233,2023-03-15,"Cámbiate a HeyBanco, hasta el momento es la mejor que he probado. Te dan 2% de todo lo que gastas, y es dinero gratis si eres como yo que siempre paga a tiempo y nunca paga intereses.","['change', 'to', 'heybanco', 'so', 'far', 'it', 'is', 'the', 'best', 'i', 'have', 'give', 'you', 'of', 'everything', 'you', 'spend', 'and', 'it', 'is', 'free', 'money', 'if', 'you', 'are', 'like', 'who', 'always', 'pay', 'on', 'time', 'and', 'never', 'pay', 'interest', 'change to', 'to heybanco', 'heybanco so', 'so far', 'far it', 'it is', 'is the', 'the best', 'best i', 'i have', 'have give', 'give you', 'you of', 'of everything', 'everything you', 'you spend', 'spend and', 'and it', 'it is', 'is free', 'free money', 'money if', 'if you', 'you are', 'are like', 'like who', 'who always', 'always pay', 'pay on', 'on time', 'time and', 'and never', 'never pay', 'pay interest']"
234,2023-03-15,Wwwooowww que maravilla felicidades y por supuesto que ahí estaré para disfrutar de mi Chica Dorada,"['wwwooowww', 'that', 'wonderful', 'congratulation', 'and', 'of', 'course', 'i', 'will', 'be', 'there', 'to', 'enjoy', 'my', 'golden', 'girl', 'wwwooowww that', 'that wonderful', 'wonderful congratulation', 'congratulation and', 'and of', 'of course', 'course i', 'i will', 'will be', 'be there', 'there to', 'to enjoy', 'enjoy my', 'my golden', 'golden girl']"
235,2023-03-15,En verdad les agradezco ya que no tengo la tarjeta de débito y la necesito,"['i', 'really', 'thank', 'you', 'since', 'i', 'do', 'have', 'the', 'debit', 'card', 'and', 'i', 'need', 'it', 'i really', 'really thank', 'thank you', 'you since', 'since i', 'i do', 'do have', 'have the', 'the debit', 'debit card', 'card and', 'and i', 'i need', 'need it']"
236,2023-03-16,Muchas gracias por la información ahí nos vemos el 3 de Junio,"['thank', 'you', 'very', 'much', 'for', 'the', 'information', 'we', 'see', 'you', 'on', 'june', 'thank you', 'you very', 'very much', 'much for', 'for the', 'the information', 'information we', 'we see', 'see you', 'you on', 'on june']"
237,2023-03-16,Pues bueno... xd,"['well', 'xd', 'well xd']"
238,2023-03-16,Es una DJ increíble,"['it', 'is', 'an', 'incredible', 'dj', 'it is', 'is an', 'an incredible', 'incredible dj']"
239,2023-03-16,Muchas graciasQuedo en esperaSaludos.,"['thank', 'you', 'very', 'much', 'i', 'wait', 'greeting', 'thank you', 'you very', 'very much', 'much i', 'i wait', 'wait greeting']"
240,2023-03-16,Un festival 100% tercermundista. ¡Felicidades!,"['third', 'world', 'third world']"
241,2023-03-16,La Supermana hermosa 💕,"['the', 'beautiful', 'superman', 'the beautiful', 'beautiful superman']"
242,2023-03-17,Gracias por el seguimiento!,"['thanks', 'for', 'the', 'follow', 'up', 'thanks for', 'for the', 'the follow', 'follow up']"
243,2023-03-17,mi primera tdc 💳💓 thx,"['primera', 'tdc', 'thx', 'primera tdc', 'tdc thx']"
244,2023-03-17,Gracias por su respuesta,"['thanks', 'for', 'your', 'reply', 'thanks for', 'for your', 'your reply']"
245,2023-03-17,"Gracias, espero su pronta respuesta de agradecimiento","['thank', 'you', 'i', 'hope', 'your', 'prompt', 'response', 'to', 'thanks', 'thank you', 'you i', 'i hope', 'hope your', 'your prompt', 'prompt response', 'response to', 'to thanks']"
246,2023-03-17,Estoy sorprendido como permite que se organicen esas cosas. 🤮,"['i', 'am', 'surprised', 'how', 'those', 'thing', 'are', 'i am', 'am surprised', 'surprised how', 'how those', 'those thing', 'thing are']"
247,2023-03-18,"Gracias, como siempre super buena y rápida, la atención de su pae.","['thank', 'you', 'always', 'super', 'good', 'and', 'fast', 'the', 'attention', 'of', 'your', 'pae', 'thank you', 'you always', 'always super', 'super good', 'good and', 'and fast', 'fast the', 'the attention', 'attention of', 'of your', 'your pae']"
248,2023-03-19,Muchas gracias :),"['thank', 'you', 'so', 'much', 'thank you', 'you so', 'so much']"
249,2023-03-21,"Hola Quiero decirles que muchas gracias por el seguimiento a mi problema sobre el Token, ya quedo resuelto Muy buena atención, al final no fue problema de pae suya sino de mi operadora Saludos.","['hello', 'i', 'want', 'to', 'tell', 'you', 'that', 'thank', 'you', 'very', 'much', 'for', 'the', 'monitoring', 'of', 'my', 'problem', 'about', 'the', 'token', 'since', 'i', 'am', 'solved', 'very', 'good', 'attention', 'in', 'the', 'end', 'it', 'wa', 'not', 'his', 'problem', 'but', 'of', 'my', 'operator', 'greeting', 'hello i', 'i want', 'want to', 'to tell', 'tell you', 'you that', 'that thank', 'thank you', 'you very', 'very much', 'much for', 'for the', 'the monitoring', 'monitoring of', 'of my', 'my problem', 'problem about', 'about the', 'the token', 'token since', 'since i', 'i am', 'am solved', 'solved very', 'very good', 'good attention', 'attention in', 'in the', 'the end', 'end it', 'it wa', 'wa not', 'not his', 'his problem', 'problem but', 'but of', 'of my', 'my operator', 'operator greeting']"
250,2023-03-22,Gracias,['gracias']
251,2023-03-22,Hey ya no nos hagan sufrir más a los de la dinámica de tikitoki jajaja 😭💖,"['hey', 'longer', 'make', 'u', 'suffer', 'from', 'those', 'of', 'the', 'dynamic', 'of', 'tikitoki', 'hahaha', 'hey longer', 'longer make', 'make u', 'u suffer', 'suffer from', 'from those', 'those of', 'of the', 'the dynamic', 'dynamic of', 'of tikitoki', 'tikitoki hahaha']"
252,2023-03-23,Que tal buen dia. Necesito ayuda.,"['how', 'good', 'need', 'help', 'how good', 'good need', 'need help']"
253,2023-03-23,"Excelente servicio en atención a clientes 🫶🏻, nunca cambien! ❤️","['excellent', 'customer', 'service', 'never', 'change', 'excellent customer', 'customer service', 'service never', 'never change']"
254,2023-03-23,OJITO ahí con las dinámicas de el día de hoy gane una dinámica para un abono del pal noe en donde me etiqueta…,"['ojito', 'there', 'with', 'the', 'dynamic', 'of', 'today', 'win', 'dynamic', 'for', 'payment', 'of', 'the', 'pal', 'noe', 'where', 'i', 'label', 'ojito there', 'there with', 'with the', 'the dynamic', 'dynamic of', 'of today', 'today win', 'win dynamic', 'dynamic for', 'for payment', 'payment of', 'of the', 'the pal', 'pal noe', 'noe where', 'where i', 'i label']"
255,2023-03-24,Saludos bro. Gracias por ver los vídeos.,"['greeting', 'for', 'watching', 'the', 'video', 'greeting for', 'for watching', 'watching the', 'the video']"
256,2023-03-24,Gracias!,['gracias']
257,2023-03-24,"Gracias, tocayo. Soy tu fan. ;)","['thanks', 'your', 'fan', 'thanks your', 'your fan']"
258,2023-03-24,¡Hola! Permíteme conocer más de tu caso vía mensaje privado para poder dae la atención necesaria y rápida. ¡Saludos!,"['hello', 'let', 'know', 'more', 'about', 'your', 'case', 'via', 'private', 'message', 'to', 'be', 'able', 'to', 'give', 'the', 'necessary', 'and', 'fast', 'hello let', 'let know', 'know more', 'more about', 'about your', 'your case', 'case via', 'via private', 'private message', 'message to', 'to be', 'be able', 'able to', 'to give', 'give the', 'the necessary', 'necessary and', 'and fast']"
259,2023-03-24,OJITO ahí con las dinámicas de el día de hoy gane una dinámica para un abono del pal noe en donde me etiqueta…,"['ojito', 'there', 'with', 'the', 'dynamic', 'of', 'today', 'win', 'dynamic', 'for', 'payment', 'of', 'the', 'pal', 'noe', 'where', 'i', 'label', 'ojito there', 'there with', 'with the', 'the dynamic', 'dynamic of', 'of today', 'today win', 'win dynamic', 'dynamic for', 'for payment', 'payment of', 'of the', 'the pal', 'pal noe', 'noe where', 'where i', 'i label']"
260,2023-03-24,o fácil,['easy']
261,2023-03-25,Gracias,['gracias']
262,2023-03-25,"Hola! Ntp después de otros intentos me pudieron asistir, gracias!","['hello', 'ntp', 'after', 'other', 'attempt', 'they', 'could', 'attend', 'thank', 'you', 'hello ntp', 'ntp after', 'after other', 'other attempt', 'attempt they', 'they could', 'could attend', 'attend thank', 'thank you']"
263,2023-03-26,Si la anualidad es de $999. Si juntas $100k estas libre de la anualidad. Mucho mejor que ese pedazo de metal VISA Standard,"['if', 'the', 'annuity', 'is', 'you', 'meet', 'you', 'are', 'free', 'of', 'better', 'than', 'that', 'piece', 'of', 'metal', 'visa', 'standard', 'if the', 'the annuity', 'annuity is', 'is you', 'you meet', 'meet you', 'you are', 'are free', 'free of', 'of better', 'better than', 'than that', 'that piece', 'piece of', 'of metal', 'metal visa', 'visa standard']"
264,2023-03-26,"exacto, todas son duales","['exact', 'all', 'are', 'dual', 'exact all', 'all are', 'are dual']"
265,2023-03-26,Por eso Fondeadora Metal es World Elite;),"['that', 'is', 'why', 'metal', 'fondeadora', 'is', 'world', 'elite', 'that is', 'is why', 'why metal', 'metal fondeadora', 'fondeadora is', 'is world', 'world elite']"
266,2023-03-28,Ok gracias,"['ok', 'thanks', 'ok thanks']"
267,2023-03-28,"Gracias a Dios, JAJAJA.","['thank', 'god', 'hahaha', 'thank god', 'god hahaha']"
268,2023-03-28,igual a mi con amazon.,"['equal', 'to', 'with', 'amazon', 'equal to', 'to with', 'with amazon']"
269,2023-03-28,This is the oppounity of a lifetime! Gotta watch this web3 developer's MEV strategy video and learn how to make some serious cash with crypto.,"['this', 'is', 'the', 'oppounity', 'of', 'lifetime', 'got', 'ta', 'watch', 'this', 'developer', 'mev', 'strategy', 'video', 'and', 'learn', 'how', 'to', 'make', 'some', 'serious', 'cash', 'with', 'crypto', 'this is', 'is the', 'the oppounity', 'oppounity of', 'of lifetime', 'lifetime got', 'got ta', 'ta watch', 'watch this', 'this developer', 'developer mev', 'mev strategy', 'strategy video', 'video and', 'and learn', 'learn how', 'how to', 'to make', 'make some', 'some serious', 'serious cash', 'cash with', 'with crypto']"
270,2023-03-28,"Ese hombre merece que le mandes además de tan grata felicitación una foto especial, única y sin censura autografiada x la Diosa de TW.","['that', 'man', 'deserves', 'that', 'you', 'send', 'him', 'in', 'addition', 'to', 'such', 'pleasant', 'congratulation', 'special', 'unique', 'and', 'uncensored', 'autographic', 'photo', 'x', 'the', 'tw', 'goddess', 'that man', 'man deserves', 'deserves that', 'that you', 'you send', 'send him', 'him in', 'in addition', 'addition to', 'to such', 'such pleasant', 'pleasant congratulation', 'congratulation special', 'special unique', 'unique and', 'and uncensored', 'uncensored autographic', 'autographic photo', 'photo x', 'x the', 'the tw', 'tw goddess']"
271,2023-03-28,Que Dios le pague con muchos hijos.,"['god', 'pay', 'you', 'with', 'many', 'child', 'god pay', 'pay you', 'you with', 'with many', 'many child']"
